areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Northern Ireland,N92000002,2021-06-18,144,124359
nation,Northern Ireland,N92000002,2021-06-17,189,124215
nation,Northern Ireland,N92000002,2021-06-16,164,124026
nation,Northern Ireland,N92000002,2021-06-15,164,123862
nation,Northern Ireland,N92000002,2021-06-14,130,123698
nation,Northern Ireland,N92000002,2021-06-13,80,123568
nation,Northern Ireland,N92000002,2021-06-12,69,123488
nation,Northern Ireland,N92000002,2021-06-11,110,123419
nation,Northern Ireland,N92000002,2021-06-10,126,123309
nation,Northern Ireland,N92000002,2021-06-09,98,123183
nation,Northern Ireland,N92000002,2021-06-08,103,123085
nation,Northern Ireland,N92000002,2021-06-07,88,122982
nation,Northern Ireland,N92000002,2021-06-06,49,122894
nation,Northern Ireland,N92000002,2021-06-05,80,122845
nation,Northern Ireland,N92000002,2021-06-04,80,122765
nation,Northern Ireland,N92000002,2021-06-03,89,122685
nation,Northern Ireland,N92000002,2021-06-02,90,122596
nation,Northern Ireland,N92000002,2021-06-01,70,122506
nation,Northern Ireland,N92000002,2021-05-31,59,122436
nation,Northern Ireland,N92000002,2021-05-30,36,122377
nation,Northern Ireland,N92000002,2021-05-29,63,122341
nation,Northern Ireland,N92000002,2021-05-28,75,122278
nation,Northern Ireland,N92000002,2021-05-27,88,122203
nation,Northern Ireland,N92000002,2021-05-26,75,122115
nation,Northern Ireland,N92000002,2021-05-25,62,122040
nation,Northern Ireland,N92000002,2021-05-24,83,121978
nation,Northern Ireland,N92000002,2021-05-23,55,121895
nation,Northern Ireland,N92000002,2021-05-22,67,121840
nation,Northern Ireland,N92000002,2021-05-21,82,121773
nation,Northern Ireland,N92000002,2021-05-20,84,121691
nation,Northern Ireland,N92000002,2021-05-19,95,121607
nation,Northern Ireland,N92000002,2021-05-18,106,121512
nation,Northern Ireland,N92000002,2021-05-17,111,121406
nation,Northern Ireland,N92000002,2021-05-16,71,121295
nation,Northern Ireland,N92000002,2021-05-15,66,121224
nation,Northern Ireland,N92000002,2021-05-14,58,121158
nation,Northern Ireland,N92000002,2021-05-13,88,121100
nation,Northern Ireland,N92000002,2021-05-12,104,121012
nation,Northern Ireland,N92000002,2021-05-11,107,120908
nation,Northern Ireland,N92000002,2021-05-10,111,120801
nation,Northern Ireland,N92000002,2021-05-09,83,120690
nation,Northern Ireland,N92000002,2021-05-08,94,120607
nation,Northern Ireland,N92000002,2021-05-07,82,120513
nation,Northern Ireland,N92000002,2021-05-06,78,120431
nation,Northern Ireland,N92000002,2021-05-05,89,120353
nation,Northern Ireland,N92000002,2021-05-04,108,120264
nation,Northern Ireland,N92000002,2021-05-03,91,120156
nation,Northern Ireland,N92000002,2021-05-02,63,120065
nation,Northern Ireland,N92000002,2021-05-01,70,120002
nation,Northern Ireland,N92000002,2021-04-30,87,119932
nation,Northern Ireland,N92000002,2021-04-29,93,119845
nation,Northern Ireland,N92000002,2021-04-28,101,119752
nation,Northern Ireland,N92000002,2021-04-27,110,119651
nation,Northern Ireland,N92000002,2021-04-26,103,119541
nation,Northern Ireland,N92000002,2021-04-25,78,119438
nation,Northern Ireland,N92000002,2021-04-24,74,119360
nation,Northern Ireland,N92000002,2021-04-23,77,119286
nation,Northern Ireland,N92000002,2021-04-22,81,119209
nation,Northern Ireland,N92000002,2021-04-21,116,119128
nation,Northern Ireland,N92000002,2021-04-20,126,119012
nation,Northern Ireland,N92000002,2021-04-19,135,118886
nation,Northern Ireland,N92000002,2021-04-18,77,118751
nation,Northern Ireland,N92000002,2021-04-17,88,118674
nation,Northern Ireland,N92000002,2021-04-16,104,118586
nation,Northern Ireland,N92000002,2021-04-15,118,118482
nation,Northern Ireland,N92000002,2021-04-14,168,118364
nation,Northern Ireland,N92000002,2021-04-13,100,118196
nation,Northern Ireland,N92000002,2021-04-12,112,118096
nation,Northern Ireland,N92000002,2021-04-11,92,117984
nation,Northern Ireland,N92000002,2021-04-10,92,117892
nation,Northern Ireland,N92000002,2021-04-09,130,117800
nation,Northern Ireland,N92000002,2021-04-08,131,117670
nation,Northern Ireland,N92000002,2021-04-07,109,117539
nation,Northern Ireland,N92000002,2021-04-06,94,117430
nation,Northern Ireland,N92000002,2021-04-05,61,117336
nation,Northern Ireland,N92000002,2021-04-04,39,117275
nation,Northern Ireland,N92000002,2021-04-03,54,117236
nation,Northern Ireland,N92000002,2021-04-02,82,117182
nation,Northern Ireland,N92000002,2021-04-01,97,117100
nation,Northern Ireland,N92000002,2021-03-31,124,117003
nation,Northern Ireland,N92000002,2021-03-30,110,116879
nation,Northern Ireland,N92000002,2021-03-29,137,116769
nation,Northern Ireland,N92000002,2021-03-28,96,116632
nation,Northern Ireland,N92000002,2021-03-27,120,116536
nation,Northern Ireland,N92000002,2021-03-26,139,116416
nation,Northern Ireland,N92000002,2021-03-25,180,116277
nation,Northern Ireland,N92000002,2021-03-24,169,116097
nation,Northern Ireland,N92000002,2021-03-23,148,115928
nation,Northern Ireland,N92000002,2021-03-22,177,115780
nation,Northern Ireland,N92000002,2021-03-21,114,115603
nation,Northern Ireland,N92000002,2021-03-20,123,115489
nation,Northern Ireland,N92000002,2021-03-19,136,115366
nation,Northern Ireland,N92000002,2021-03-18,179,115230
nation,Northern Ireland,N92000002,2021-03-17,141,115051
nation,Northern Ireland,N92000002,2021-03-16,177,114910
nation,Northern Ireland,N92000002,2021-03-15,179,114733
nation,Northern Ireland,N92000002,2021-03-14,114,114554
nation,Northern Ireland,N92000002,2021-03-13,138,114440
nation,Northern Ireland,N92000002,2021-03-12,181,114302
nation,Northern Ireland,N92000002,2021-03-11,192,114121
nation,Northern Ireland,N92000002,2021-03-10,201,113929
nation,Northern Ireland,N92000002,2021-03-09,189,113728
nation,Northern Ireland,N92000002,2021-03-08,228,113539
nation,Northern Ireland,N92000002,2021-03-07,163,113311
nation,Northern Ireland,N92000002,2021-03-06,147,113148
nation,Northern Ireland,N92000002,2021-03-05,151,113001
nation,Northern Ireland,N92000002,2021-03-04,171,112850
nation,Northern Ireland,N92000002,2021-03-03,166,112679
nation,Northern Ireland,N92000002,2021-03-02,214,112513
nation,Northern Ireland,N92000002,2021-03-01,194,112299
nation,Northern Ireland,N92000002,2021-02-28,125,112105
nation,Northern Ireland,N92000002,2021-02-27,159,111980
nation,Northern Ireland,N92000002,2021-02-26,180,111821
nation,Northern Ireland,N92000002,2021-02-25,247,111641
nation,Northern Ireland,N92000002,2021-02-24,281,111394
nation,Northern Ireland,N92000002,2021-02-23,256,111113
nation,Northern Ireland,N92000002,2021-02-22,261,110857
nation,Northern Ireland,N92000002,2021-02-21,187,110596
nation,Northern Ireland,N92000002,2021-02-20,235,110409
nation,Northern Ireland,N92000002,2021-02-19,298,110174
nation,Northern Ireland,N92000002,2021-02-18,278,109876
nation,Northern Ireland,N92000002,2021-02-17,336,109598
nation,Northern Ireland,N92000002,2021-02-16,313,109262
nation,Northern Ireland,N92000002,2021-02-15,378,108949
nation,Northern Ireland,N92000002,2021-02-14,249,108571
nation,Northern Ireland,N92000002,2021-02-13,193,108322
nation,Northern Ireland,N92000002,2021-02-12,280,108129
nation,Northern Ireland,N92000002,2021-02-11,290,107849
nation,Northern Ireland,N92000002,2021-02-10,345,107559
nation,Northern Ireland,N92000002,2021-02-09,330,107214
nation,Northern Ireland,N92000002,2021-02-08,370,106884
nation,Northern Ireland,N92000002,2021-02-07,281,106514
nation,Northern Ireland,N92000002,2021-02-06,311,106233
nation,Northern Ireland,N92000002,2021-02-05,430,105922
nation,Northern Ireland,N92000002,2021-02-04,397,105492
nation,Northern Ireland,N92000002,2021-02-03,473,105095
nation,Northern Ireland,N92000002,2021-02-02,444,104622
nation,Northern Ireland,N92000002,2021-02-01,514,104178
nation,Northern Ireland,N92000002,2021-01-31,389,103664
nation,Northern Ireland,N92000002,2021-01-30,398,103275
nation,Northern Ireland,N92000002,2021-01-29,524,102877
nation,Northern Ireland,N92000002,2021-01-28,516,102353
nation,Northern Ireland,N92000002,2021-01-27,614,101837
nation,Northern Ireland,N92000002,2021-01-26,627,101223
nation,Northern Ireland,N92000002,2021-01-25,623,100596
nation,Northern Ireland,N92000002,2021-01-24,446,99973
nation,Northern Ireland,N92000002,2021-01-23,469,99527
nation,Northern Ireland,N92000002,2021-01-22,608,99058
nation,Northern Ireland,N92000002,2021-01-21,752,98450
nation,Northern Ireland,N92000002,2021-01-20,777,97698
nation,Northern Ireland,N92000002,2021-01-19,859,96921
nation,Northern Ireland,N92000002,2021-01-18,909,96062
nation,Northern Ireland,N92000002,2021-01-17,610,95153
nation,Northern Ireland,N92000002,2021-01-16,690,94543
nation,Northern Ireland,N92000002,2021-01-15,847,93853
nation,Northern Ireland,N92000002,2021-01-14,910,93006
nation,Northern Ireland,N92000002,2021-01-13,1058,92096
nation,Northern Ireland,N92000002,2021-01-12,1112,91038
nation,Northern Ireland,N92000002,2021-01-11,1261,89926
nation,Northern Ireland,N92000002,2021-01-10,879,88665
nation,Northern Ireland,N92000002,2021-01-09,999,87786
nation,Northern Ireland,N92000002,2021-01-08,1231,86787
nation,Northern Ireland,N92000002,2021-01-07,1233,85556
nation,Northern Ireland,N92000002,2021-01-06,1523,84323
nation,Northern Ireland,N92000002,2021-01-05,1613,82800
nation,Northern Ireland,N92000002,2021-01-04,2002,81187
nation,Northern Ireland,N92000002,2021-01-03,1625,79185
nation,Northern Ireland,N92000002,2021-01-02,1925,77560
nation,Northern Ireland,N92000002,2021-01-01,1246,75635
nation,Northern Ireland,N92000002,2020-12-31,1718,74389
nation,Northern Ireland,N92000002,2020-12-30,2224,72671
nation,Northern Ireland,N92000002,2020-12-29,2300,70447
nation,Northern Ireland,N92000002,2020-12-28,1383,68147
nation,Northern Ireland,N92000002,2020-12-27,1088,66764
nation,Northern Ireland,N92000002,2020-12-26,717,65676
nation,Northern Ireland,N92000002,2020-12-25,340,64959
nation,Northern Ireland,N92000002,2020-12-24,622,64619
nation,Northern Ireland,N92000002,2020-12-23,803,63997
nation,Northern Ireland,N92000002,2020-12-22,719,63194
nation,Northern Ireland,N92000002,2020-12-21,719,62475
nation,Northern Ireland,N92000002,2020-12-20,485,61756
nation,Northern Ireland,N92000002,2020-12-19,483,61271
nation,Northern Ireland,N92000002,2020-12-18,536,60788
nation,Northern Ireland,N92000002,2020-12-17,601,60252
nation,Northern Ireland,N92000002,2020-12-16,613,59651
nation,Northern Ireland,N92000002,2020-12-15,535,59038
nation,Northern Ireland,N92000002,2020-12-14,566,58503
nation,Northern Ireland,N92000002,2020-12-13,399,57937
nation,Northern Ireland,N92000002,2020-12-12,361,57538
nation,Northern Ireland,N92000002,2020-12-11,518,57177
nation,Northern Ireland,N92000002,2020-12-10,501,56659
nation,Northern Ireland,N92000002,2020-12-09,452,56158
nation,Northern Ireland,N92000002,2020-12-08,469,55706
nation,Northern Ireland,N92000002,2020-12-07,469,55237
nation,Northern Ireland,N92000002,2020-12-06,368,54768
nation,Northern Ireland,N92000002,2020-12-05,394,54400
nation,Northern Ireland,N92000002,2020-12-04,432,54006
nation,Northern Ireland,N92000002,2020-12-03,495,53574
nation,Northern Ireland,N92000002,2020-12-02,411,53079
nation,Northern Ireland,N92000002,2020-12-01,399,52668
nation,Northern Ireland,N92000002,2020-11-30,505,52269
nation,Northern Ireland,N92000002,2020-11-29,255,51764
nation,Northern Ireland,N92000002,2020-11-28,343,51509
nation,Northern Ireland,N92000002,2020-11-27,331,51166
nation,Northern Ireland,N92000002,2020-11-26,336,50835
nation,Northern Ireland,N92000002,2020-11-25,413,50499
nation,Northern Ireland,N92000002,2020-11-24,340,50086
nation,Northern Ireland,N92000002,2020-11-23,374,49746
nation,Northern Ireland,N92000002,2020-11-22,274,49372
nation,Northern Ireland,N92000002,2020-11-21,293,49098
nation,Northern Ireland,N92000002,2020-11-20,372,48805
nation,Northern Ireland,N92000002,2020-11-19,349,48433
nation,Northern Ireland,N92000002,2020-11-18,439,48084
nation,Northern Ireland,N92000002,2020-11-17,572,47645
nation,Northern Ireland,N92000002,2020-11-16,580,47073
nation,Northern Ireland,N92000002,2020-11-15,373,46493
nation,Northern Ireland,N92000002,2020-11-14,419,46120
nation,Northern Ireland,N92000002,2020-11-13,473,45701
nation,Northern Ireland,N92000002,2020-11-12,549,45228
nation,Northern Ireland,N92000002,2020-11-11,606,44679
nation,Northern Ireland,N92000002,2020-11-10,695,44073
nation,Northern Ireland,N92000002,2020-11-09,644,43378
nation,Northern Ireland,N92000002,2020-11-08,420,42734
nation,Northern Ireland,N92000002,2020-11-07,457,42314
nation,Northern Ireland,N92000002,2020-11-06,486,41857
nation,Northern Ireland,N92000002,2020-11-05,560,41371
nation,Northern Ireland,N92000002,2020-11-04,587,40811
nation,Northern Ireland,N92000002,2020-11-03,650,40224
nation,Northern Ireland,N92000002,2020-11-02,695,39574
nation,Northern Ireland,N92000002,2020-11-01,463,38879
nation,Northern Ireland,N92000002,2020-10-31,513,38416
nation,Northern Ireland,N92000002,2020-10-30,685,37903
nation,Northern Ireland,N92000002,2020-10-29,692,37218
nation,Northern Ireland,N92000002,2020-10-28,754,36526
nation,Northern Ireland,N92000002,2020-10-27,817,35772
nation,Northern Ireland,N92000002,2020-10-26,890,34955
nation,Northern Ireland,N92000002,2020-10-25,678,34065
nation,Northern Ireland,N92000002,2020-10-24,734,33387
nation,Northern Ireland,N92000002,2020-10-23,878,32653
nation,Northern Ireland,N92000002,2020-10-22,1076,31775
nation,Northern Ireland,N92000002,2020-10-21,1110,30699
nation,Northern Ireland,N92000002,2020-10-20,1061,29589
nation,Northern Ireland,N92000002,2020-10-19,1036,28528
nation,Northern Ireland,N92000002,2020-10-18,791,27492
nation,Northern Ireland,N92000002,2020-10-17,840,26701
nation,Northern Ireland,N92000002,2020-10-16,968,25861
nation,Northern Ireland,N92000002,2020-10-15,1106,24893
nation,Northern Ireland,N92000002,2020-10-14,1060,23787
nation,Northern Ireland,N92000002,2020-10-13,1080,22727
nation,Northern Ireland,N92000002,2020-10-12,1099,21647
nation,Northern Ireland,N92000002,2020-10-11,831,20548
nation,Northern Ireland,N92000002,2020-10-10,794,19717
nation,Northern Ireland,N92000002,2020-10-09,834,18923
nation,Northern Ireland,N92000002,2020-10-08,976,18089
nation,Northern Ireland,N92000002,2020-10-07,1024,17113
nation,Northern Ireland,N92000002,2020-10-06,801,16089
nation,Northern Ireland,N92000002,2020-10-05,709,15288
nation,Northern Ireland,N92000002,2020-10-04,611,14579
nation,Northern Ireland,N92000002,2020-10-03,617,13968
nation,Northern Ireland,N92000002,2020-10-02,695,13351
nation,Northern Ireland,N92000002,2020-10-01,481,12656
nation,Northern Ireland,N92000002,2020-09-30,641,12175
nation,Northern Ireland,N92000002,2020-09-29,385,11534
nation,Northern Ireland,N92000002,2020-09-28,295,11149
nation,Northern Ireland,N92000002,2020-09-27,271,10854
nation,Northern Ireland,N92000002,2020-09-26,264,10583
nation,Northern Ireland,N92000002,2020-09-25,243,10319
nation,Northern Ireland,N92000002,2020-09-24,281,10076
nation,Northern Ireland,N92000002,2020-09-23,218,9795
nation,Northern Ireland,N92000002,2020-09-22,170,9577
nation,Northern Ireland,N92000002,2020-09-21,134,9407
nation,Northern Ireland,N92000002,2020-09-20,122,9273
nation,Northern Ireland,N92000002,2020-09-19,160,9151
nation,Northern Ireland,N92000002,2020-09-18,166,8991
nation,Northern Ireland,N92000002,2020-09-17,167,8825
nation,Northern Ireland,N92000002,2020-09-16,129,8658
nation,Northern Ireland,N92000002,2020-09-15,107,8529
nation,Northern Ireland,N92000002,2020-09-14,119,8422
nation,Northern Ireland,N92000002,2020-09-13,91,8303
nation,Northern Ireland,N92000002,2020-09-12,104,8212
nation,Northern Ireland,N92000002,2020-09-11,73,8108
nation,Northern Ireland,N92000002,2020-09-10,77,8035
nation,Northern Ireland,N92000002,2020-09-09,98,7958
nation,Northern Ireland,N92000002,2020-09-08,56,7860
nation,Northern Ireland,N92000002,2020-09-07,72,7804
nation,Northern Ireland,N92000002,2020-09-06,101,7732
nation,Northern Ireland,N92000002,2020-09-05,90,7631
nation,Northern Ireland,N92000002,2020-09-04,128,7541
nation,Northern Ireland,N92000002,2020-09-03,105,7413
nation,Northern Ireland,N92000002,2020-09-02,90,7308
nation,Northern Ireland,N92000002,2020-09-01,64,7218
nation,Northern Ireland,N92000002,2020-08-31,53,7154
nation,Northern Ireland,N92000002,2020-08-30,35,7101
nation,Northern Ireland,N92000002,2020-08-29,42,7066
nation,Northern Ireland,N92000002,2020-08-28,84,7024
nation,Northern Ireland,N92000002,2020-08-27,77,6940
nation,Northern Ireland,N92000002,2020-08-26,71,6863
nation,Northern Ireland,N92000002,2020-08-25,65,6792
nation,Northern Ireland,N92000002,2020-08-24,45,6727
nation,Northern Ireland,N92000002,2020-08-23,51,6682
nation,Northern Ireland,N92000002,2020-08-22,42,6631
nation,Northern Ireland,N92000002,2020-08-21,80,6589
nation,Northern Ireland,N92000002,2020-08-20,71,6509
nation,Northern Ireland,N92000002,2020-08-19,41,6438
nation,Northern Ireland,N92000002,2020-08-18,43,6397
nation,Northern Ireland,N92000002,2020-08-17,52,6354
nation,Northern Ireland,N92000002,2020-08-16,20,6302
nation,Northern Ireland,N92000002,2020-08-15,22,6282
nation,Northern Ireland,N92000002,2020-08-14,57,6260
nation,Northern Ireland,N92000002,2020-08-13,51,6203
nation,Northern Ireland,N92000002,2020-08-12,39,6152
nation,Northern Ireland,N92000002,2020-08-11,38,6113
nation,Northern Ireland,N92000002,2020-08-10,44,6075
nation,Northern Ireland,N92000002,2020-08-09,25,6031
nation,Northern Ireland,N92000002,2020-08-08,27,6006
nation,Northern Ireland,N92000002,2020-08-07,16,5979
nation,Northern Ireland,N92000002,2020-08-06,17,5963
nation,Northern Ireland,N92000002,2020-08-05,29,5946
nation,Northern Ireland,N92000002,2020-08-04,17,5917
nation,Northern Ireland,N92000002,2020-08-03,18,5900
nation,Northern Ireland,N92000002,2020-08-02,9,5882
nation,Northern Ireland,N92000002,2020-08-01,10,5873
nation,Northern Ireland,N92000002,2020-07-31,13,5863
nation,Northern Ireland,N92000002,2020-07-30,10,5850
nation,Northern Ireland,N92000002,2020-07-29,11,5840
nation,Northern Ireland,N92000002,2020-07-28,13,5829
nation,Northern Ireland,N92000002,2020-07-27,12,5816
nation,Northern Ireland,N92000002,2020-07-26,1,5804
nation,Northern Ireland,N92000002,2020-07-25,4,5803
nation,Northern Ireland,N92000002,2020-07-24,14,5799
nation,Northern Ireland,N92000002,2020-07-23,12,5785
nation,Northern Ireland,N92000002,2020-07-22,8,5773
nation,Northern Ireland,N92000002,2020-07-21,12,5765
nation,Northern Ireland,N92000002,2020-07-20,3,5753
nation,Northern Ireland,N92000002,2020-07-19,3,5750
nation,Northern Ireland,N92000002,2020-07-18,7,5747
nation,Northern Ireland,N92000002,2020-07-17,8,5740
nation,Northern Ireland,N92000002,2020-07-16,19,5732
nation,Northern Ireland,N92000002,2020-07-15,15,5713
nation,Northern Ireland,N92000002,2020-07-14,7,5698
nation,Northern Ireland,N92000002,2020-07-13,3,5691
nation,Northern Ireland,N92000002,2020-07-12,4,5688
nation,Northern Ireland,N92000002,2020-07-11,6,5684
nation,Northern Ireland,N92000002,2020-07-10,4,5678
nation,Northern Ireland,N92000002,2020-07-09,5,5674
nation,Northern Ireland,N92000002,2020-07-08,6,5669
nation,Northern Ireland,N92000002,2020-07-07,5,5663
nation,Northern Ireland,N92000002,2020-07-06,8,5658
nation,Northern Ireland,N92000002,2020-07-05,2,5650
nation,Northern Ireland,N92000002,2020-07-04,1,5648
nation,Northern Ireland,N92000002,2020-07-03,8,5647
nation,Northern Ireland,N92000002,2020-07-02,3,5639
nation,Northern Ireland,N92000002,2020-07-01,4,5636
nation,Northern Ireland,N92000002,2020-06-30,2,5632
nation,Northern Ireland,N92000002,2020-06-29,4,5630
nation,Northern Ireland,N92000002,2020-06-28,5,5626
nation,Northern Ireland,N92000002,2020-06-27,4,5621
nation,Northern Ireland,N92000002,2020-06-26,3,5617
nation,Northern Ireland,N92000002,2020-06-25,5,5614
nation,Northern Ireland,N92000002,2020-06-24,4,5609
nation,Northern Ireland,N92000002,2020-06-23,8,5605
nation,Northern Ireland,N92000002,2020-06-22,4,5597
nation,Northern Ireland,N92000002,2020-06-21,3,5593
nation,Northern Ireland,N92000002,2020-06-20,5,5590
nation,Northern Ireland,N92000002,2020-06-19,12,5585
nation,Northern Ireland,N92000002,2020-06-18,7,5573
nation,Northern Ireland,N92000002,2020-06-17,5,5566
nation,Northern Ireland,N92000002,2020-06-16,11,5561
nation,Northern Ireland,N92000002,2020-06-15,19,5550
nation,Northern Ireland,N92000002,2020-06-14,8,5531
nation,Northern Ireland,N92000002,2020-06-13,10,5523
nation,Northern Ireland,N92000002,2020-06-12,10,5513
nation,Northern Ireland,N92000002,2020-06-11,10,5503
nation,Northern Ireland,N92000002,2020-06-10,16,5493
nation,Northern Ireland,N92000002,2020-06-09,11,5477
nation,Northern Ireland,N92000002,2020-06-08,14,5466
nation,Northern Ireland,N92000002,2020-06-07,5,5452
nation,Northern Ireland,N92000002,2020-06-06,8,5447
nation,Northern Ireland,N92000002,2020-06-05,23,5439
nation,Northern Ireland,N92000002,2020-06-04,11,5416
nation,Northern Ireland,N92000002,2020-06-03,11,5405
nation,Northern Ireland,N92000002,2020-06-02,20,5394
nation,Northern Ireland,N92000002,2020-06-01,24,5374
nation,Northern Ireland,N92000002,2020-05-31,26,5350
nation,Northern Ireland,N92000002,2020-05-30,12,5324
nation,Northern Ireland,N92000002,2020-05-29,20,5312
nation,Northern Ireland,N92000002,2020-05-28,28,5292
nation,Northern Ireland,N92000002,2020-05-27,33,5264
nation,Northern Ireland,N92000002,2020-05-26,27,5231
nation,Northern Ireland,N92000002,2020-05-25,39,5204
nation,Northern Ireland,N92000002,2020-05-24,30,5165
nation,Northern Ireland,N92000002,2020-05-23,53,5135
nation,Northern Ireland,N92000002,2020-05-22,33,5082
nation,Northern Ireland,N92000002,2020-05-21,56,5049
nation,Northern Ireland,N92000002,2020-05-20,74,4993
nation,Northern Ireland,N92000002,2020-05-19,72,4919
nation,Northern Ireland,N92000002,2020-05-18,61,4847
nation,Northern Ireland,N92000002,2020-05-17,36,4786
nation,Northern Ireland,N92000002,2020-05-16,39,4750
nation,Northern Ireland,N92000002,2020-05-15,66,4711
nation,Northern Ireland,N92000002,2020-05-14,73,4645
nation,Northern Ireland,N92000002,2020-05-13,74,4572
nation,Northern Ireland,N92000002,2020-05-12,91,4498
nation,Northern Ireland,N92000002,2020-05-11,74,4407
nation,Northern Ireland,N92000002,2020-05-10,61,4333
nation,Northern Ireland,N92000002,2020-05-09,54,4272
nation,Northern Ireland,N92000002,2020-05-08,72,4218
nation,Northern Ireland,N92000002,2020-05-07,97,4146
nation,Northern Ireland,N92000002,2020-05-06,80,4049
nation,Northern Ireland,N92000002,2020-05-05,71,3969
nation,Northern Ireland,N92000002,2020-05-04,74,3898
nation,Northern Ireland,N92000002,2020-05-03,53,3824
nation,Northern Ireland,N92000002,2020-05-02,89,3771
nation,Northern Ireland,N92000002,2020-05-01,97,3682
nation,Northern Ireland,N92000002,2020-04-30,115,3585
nation,Northern Ireland,N92000002,2020-04-29,91,3470
nation,Northern Ireland,N92000002,2020-04-28,74,3379
nation,Northern Ireland,N92000002,2020-04-27,71,3305
nation,Northern Ireland,N92000002,2020-04-26,44,3234
nation,Northern Ireland,N92000002,2020-04-25,52,3190
nation,Northern Ireland,N92000002,2020-04-24,82,3138
nation,Northern Ireland,N92000002,2020-04-23,72,3056
nation,Northern Ireland,N92000002,2020-04-22,96,2984
nation,Northern Ireland,N92000002,2020-04-21,131,2888
nation,Northern Ireland,N92000002,2020-04-20,112,2757
nation,Northern Ireland,N92000002,2020-04-19,41,2645
nation,Northern Ireland,N92000002,2020-04-18,85,2604
nation,Northern Ireland,N92000002,2020-04-17,154,2519
nation,Northern Ireland,N92000002,2020-04-16,138,2365
nation,Northern Ireland,N92000002,2020-04-15,133,2227
nation,Northern Ireland,N92000002,2020-04-14,95,2094
nation,Northern Ireland,N92000002,2020-04-13,106,1999
nation,Northern Ireland,N92000002,2020-04-12,73,1893
nation,Northern Ireland,N92000002,2020-04-11,67,1820
nation,Northern Ireland,N92000002,2020-04-10,94,1753
nation,Northern Ireland,N92000002,2020-04-09,99,1659
nation,Northern Ireland,N92000002,2020-04-08,102,1560
nation,Northern Ireland,N92000002,2020-04-07,129,1458
nation,Northern Ireland,N92000002,2020-04-06,105,1329
nation,Northern Ireland,N92000002,2020-04-05,60,1224
nation,Northern Ireland,N92000002,2020-04-04,86,1164
nation,Northern Ireland,N92000002,2020-04-03,102,1078
nation,Northern Ireland,N92000002,2020-04-02,105,976
nation,Northern Ireland,N92000002,2020-04-01,101,871
nation,Northern Ireland,N92000002,2020-03-31,111,770
nation,Northern Ireland,N92000002,2020-03-30,84,659
nation,Northern Ireland,N92000002,2020-03-29,62,575
nation,Northern Ireland,N92000002,2020-03-28,76,513
nation,Northern Ireland,N92000002,2020-03-27,67,437
nation,Northern Ireland,N92000002,2020-03-26,76,370
nation,Northern Ireland,N92000002,2020-03-25,56,294
nation,Northern Ireland,N92000002,2020-03-24,41,238
nation,Northern Ireland,N92000002,2020-03-23,41,197
nation,Northern Ireland,N92000002,2020-03-22,18,156
nation,Northern Ireland,N92000002,2020-03-21,20,138
nation,Northern Ireland,N92000002,2020-03-20,17,118
nation,Northern Ireland,N92000002,2020-03-19,14,101
nation,Northern Ireland,N92000002,2020-03-18,13,87
nation,Northern Ireland,N92000002,2020-03-17,8,74
nation,Northern Ireland,N92000002,2020-03-16,8,66
nation,Northern Ireland,N92000002,2020-03-15,2,58
nation,Northern Ireland,N92000002,2020-03-14,10,56
nation,Northern Ireland,N92000002,2020-03-13,11,46
nation,Northern Ireland,N92000002,2020-03-12,4,35
nation,Northern Ireland,N92000002,2020-03-11,11,31
nation,Northern Ireland,N92000002,2020-03-10,5,20
nation,Northern Ireland,N92000002,2020-03-09,3,15
nation,Northern Ireland,N92000002,2020-03-08,3,12
nation,Northern Ireland,N92000002,2020-03-07,5,9
nation,Northern Ireland,N92000002,2020-03-06,2,4
nation,Northern Ireland,N92000002,2020-03-05,2,2
nation,Scotland,S92000003,2021-07-31,20,346206
nation,Scotland,S92000003,2021-07-30,968,346186
nation,Scotland,S92000003,2021-07-29,1164,345218
nation,Scotland,S92000003,2021-07-28,1279,344054
nation,Scotland,S92000003,2021-07-27,1340,342775
nation,Scotland,S92000003,2021-07-26,1369,341435
nation,Scotland,S92000003,2021-07-25,941,340066
nation,Scotland,S92000003,2021-07-24,953,339125
nation,Scotland,S92000003,2021-07-23,1277,338172
nation,Scotland,S92000003,2021-07-22,1378,336895
nation,Scotland,S92000003,2021-07-21,1574,335517
nation,Scotland,S92000003,2021-07-20,1598,333943
nation,Scotland,S92000003,2021-07-19,1908,332345
nation,Scotland,S92000003,2021-07-18,1385,330437
nation,Scotland,S92000003,2021-07-17,1400,329052
nation,Scotland,S92000003,2021-07-16,1746,327652
nation,Scotland,S92000003,2021-07-15,1963,325906
nation,Scotland,S92000003,2021-07-14,2208,323943
nation,Scotland,S92000003,2021-07-13,2443,321735
nation,Scotland,S92000003,2021-07-12,2577,319292
nation,Scotland,S92000003,2021-07-11,1881,316715
nation,Scotland,S92000003,2021-07-10,1811,314834
nation,Scotland,S92000003,2021-07-09,2380,313023
nation,Scotland,S92000003,2021-07-08,2728,310643
nation,Scotland,S92000003,2021-07-07,2896,307915
nation,Scotland,S92000003,2021-07-06,3091,305019
nation,Scotland,S92000003,2021-07-05,3376,301928
nation,Scotland,S92000003,2021-07-04,2406,298552
nation,Scotland,S92000003,2021-07-03,2508,296146
