Entity,Code,Day,people_fully_vaccinated_per_hundred
Georgia,GEO,2021-03-14,9.74
Georgia,GEO,2021-03-15,9.84
Georgia,GEO,2021-03-16,9.88
Georgia,GEO,2021-03-17,9.89
Georgia,GEO,2021-03-18,10.19
Georgia,GEO,2021-03-19,10.21
Georgia,GEO,2021-03-20,10.72
Georgia,GEO,2021-03-21,10.88
Georgia,GEO,2021-03-22,11.04
Georgia,GEO,2021-03-23,11.04
Georgia,GEO,2021-03-24,11.22
Georgia,GEO,2021-03-25,11.38
Georgia,GEO,2021-03-26,11.58
Georgia,GEO,2021-03-27,11.77
Georgia,GEO,2021-03-28,11.94
Georgia,GEO,2021-03-29,12.01
Georgia,GEO,2021-03-30,12.06
Georgia,GEO,2021-03-31,12.26
Georgia,GEO,2021-04-01,12.5
Georgia,GEO,2021-04-02,12.81
Georgia,GEO,2021-04-03,13.11
Georgia,GEO,2021-04-04,13.13
Georgia,GEO,2021-04-05,13.33
Georgia,GEO,2021-04-06,13.39
Georgia,GEO,2021-04-07,14.08
Georgia,GEO,2021-04-08,14.47
Georgia,GEO,2021-04-09,14.95
Georgia,GEO,2021-04-10,14.99
Georgia,GEO,2021-04-11,15.02
Georgia,GEO,2021-04-12,15.03
Georgia,GEO,2021-04-13,16.37
Georgia,GEO,2021-04-14,16.79
Georgia,GEO,2021-04-15,17.29
Georgia,GEO,2021-04-16,17.9
Georgia,GEO,2021-04-17,18.51
Georgia,GEO,2021-04-18,19.08
Georgia,GEO,2021-04-19,19.54
Georgia,GEO,2021-04-20,19.79
Georgia,GEO,2021-04-21,20.21
Georgia,GEO,2021-04-22,20.75
Georgia,GEO,2021-04-23,21.32
Georgia,GEO,2021-04-24,21.94
Georgia,GEO,2021-04-25,21.96
Georgia,GEO,2021-04-26,22.49
Georgia,GEO,2021-04-27,22.81
Georgia,GEO,2021-04-28,23.27
Georgia,GEO,2021-04-29,23.81
Georgia,GEO,2021-04-30,24.41
Georgia,GEO,2021-05-01,24.95
Georgia,GEO,2021-05-02,25.43
Georgia,GEO,2021-05-03,25.44
Georgia,GEO,2021-05-04,25.71
Georgia,GEO,2021-05-05,26.01
Georgia,GEO,2021-05-06,26.03
Georgia,GEO,2021-05-07,26.85
Georgia,GEO,2021-05-08,27.22
Georgia,GEO,2021-05-09,27.6
Georgia,GEO,2021-05-10,27.84
Georgia,GEO,2021-05-11,28.04
Georgia,GEO,2021-05-12,28.29
Georgia,GEO,2021-05-13,28.61
Georgia,GEO,2021-05-14,28.86
Georgia,GEO,2021-05-15,29.15
Georgia,GEO,2021-05-16,29.16
Georgia,GEO,2021-05-17,29.51
Georgia,GEO,2021-05-18,29.51
Georgia,GEO,2021-05-19,29.53
Georgia,GEO,2021-05-20,29.98
Georgia,GEO,2021-05-21,30.22
Georgia,GEO,2021-05-22,30.48
Georgia,GEO,2021-05-23,30.68
Georgia,GEO,2021-05-24,30.69
Georgia,GEO,2021-05-25,30.69
Georgia,GEO,2021-05-26,30.87
Georgia,GEO,2021-05-27,31.04
Georgia,GEO,2021-05-28,31.05
Georgia,GEO,2021-05-29,31.07
Georgia,GEO,2021-05-30,31.08
Georgia,GEO,2021-06-01,32.1
Georgia,GEO,2021-06-02,32.1
Georgia,GEO,2021-06-03,32.11
Georgia,GEO,2021-06-04,33.09
Georgia,GEO,2021-06-05,33.1
Georgia,GEO,2021-06-06,33.4
Georgia,GEO,2021-06-07,33.41
Georgia,GEO,2021-06-08,33.79
Georgia,GEO,2021-06-09,33.81
Georgia,GEO,2021-06-10,33.82
Georgia,GEO,2021-06-11,33.82
Georgia,GEO,2021-06-12,33.83
Georgia,GEO,2021-06-13,33.85
Georgia,GEO,2021-06-14,33.86
Georgia,GEO,2021-06-15,33.87
Georgia,GEO,2021-06-16,33.88
Georgia,GEO,2021-06-17,34.78
Georgia,GEO,2021-06-18,34.79
Georgia,GEO,2021-06-19,34.8
Georgia,GEO,2021-06-20,34.81
Georgia,GEO,2021-06-21,34.81
Georgia,GEO,2021-06-22,35.42
Georgia,GEO,2021-06-23,35.43
Georgia,GEO,2021-06-24,35.44
Georgia,GEO,2021-06-25,35.44
Georgia,GEO,2021-06-26,35.45
Georgia,GEO,2021-06-27,35.45
Georgia,GEO,2021-06-28,35.46
Georgia,GEO,2021-06-29,36.52
Georgia,GEO,2021-06-30,36.59
Georgia,GEO,2021-07-01,36.67
Georgia,GEO,2021-07-02,36.68
Georgia,GEO,2021-07-03,36.83
Georgia,GEO,2021-07-04,36.83
Georgia,GEO,2021-07-06,36.98
Georgia,GEO,2021-07-07,37.04
Georgia,GEO,2021-07-08,37.12
Georgia,GEO,2021-07-09,37.13
Georgia,GEO,2021-07-10,37.13
Georgia,GEO,2021-07-11,37.14
Georgia,GEO,2021-07-12,37.39
Georgia,GEO,2021-07-13,37.39
Georgia,GEO,2021-07-14,37.48
Georgia,GEO,2021-07-15,37.49
Georgia,GEO,2021-07-16,37.49
Georgia,GEO,2021-07-17,37.5
Georgia,GEO,2021-07-18,37.5
Georgia,GEO,2021-07-19,37.93
Georgia,GEO,2021-07-20,37.92
Georgia,GEO,2021-07-21,38.02
Georgia,GEO,2021-07-22,38.03
Georgia,GEO,2021-07-23,38.03
Georgia,GEO,2021-07-24,38.04
Georgia,GEO,2021-07-25,38.04
Georgia,GEO,2021-07-26,38.04
Georgia,GEO,2021-07-27,38.04
Georgia,GEO,2021-07-28,38.47
Guam,GUM,2021-01-26,2.29
Guam,GUM,2021-01-27,2.33
Guam,GUM,2021-01-28,2.39
Guam,GUM,2021-01-29,2.63
Guam,GUM,2021-01-30,2.71
Guam,GUM,2021-01-31,2.71
Guam,GUM,2021-02-01,2.86
Guam,GUM,2021-02-02,2.98
Guam,GUM,2021-02-03,3.08
Guam,GUM,2021-02-04,3.08
Guam,GUM,2021-02-05,3.21
Guam,GUM,2021-02-06,3.37
Guam,GUM,2021-02-07,3.51
Guam,GUM,2021-02-08,3.52
Guam,GUM,2021-02-09,3.78
Guam,GUM,2021-02-10,4.15
Guam,GUM,2021-02-11,4.65
Guam,GUM,2021-02-12,5.4
Guam,GUM,2021-02-13,6.1
Guam,GUM,2021-02-14,6.45
Guam,GUM,2021-02-16,6.8
Guam,GUM,2021-02-17,7.39
Guam,GUM,2021-02-18,8.03
Guam,GUM,2021-02-19,9.14
Guam,GUM,2021-02-20,9.71
Guam,GUM,2021-02-21,9.73
Guam,GUM,2021-02-22,10.17
Guam,GUM,2021-02-23,10.46
Guam,GUM,2021-02-24,10.84
Guam,GUM,2021-02-25,11.23
Guam,GUM,2021-02-26,11.24
Guam,GUM,2021-02-27,11.79
Guam,GUM,2021-02-28,12.2
Guam,GUM,2021-03-01,12.22
Guam,GUM,2021-03-02,12.29
Guam,GUM,2021-03-03,12.3
Guam,GUM,2021-03-04,12.48
Guam,GUM,2021-03-05,12.56
Guam,GUM,2021-03-06,12.58
Guam,GUM,2021-03-07,12.58
Guam,GUM,2021-03-08,12.62
Guam,GUM,2021-03-09,13.39
Guam,GUM,2021-03-10,14.37
Guam,GUM,2021-03-11,15.24
Guam,GUM,2021-03-12,16.03
Guam,GUM,2021-03-13,16.9
Guam,GUM,2021-03-14,17.49
Guam,GUM,2021-03-15,17.54
Guam,GUM,2021-03-16,17.67
Guam,GUM,2021-03-17,17.9
Guam,GUM,2021-03-18,18.1
Guam,GUM,2021-03-19,18.32
Guam,GUM,2021-03-20,18.37
Guam,GUM,2021-03-21,18.38
Guam,GUM,2021-03-22,18.53
Guam,GUM,2021-03-23,18.7
Guam,GUM,2021-03-24,18.78
Guam,GUM,2021-03-25,18.85
Guam,GUM,2021-03-26,18.98
Guam,GUM,2021-03-27,19.07
Guam,GUM,2021-03-28,19.14
Guam,GUM,2021-03-29,19.18
Guam,GUM,2021-03-30,19.22
Guam,GUM,2021-03-31,19.38
Guam,GUM,2021-04-01,19.45
Guam,GUM,2021-04-02,19.59
Guam,GUM,2021-04-03,19.75
Guam,GUM,2021-04-04,19.78
Guam,GUM,2021-04-05,19.81
Guam,GUM,2021-04-06,19.84
Guam,GUM,2021-04-07,20.54
Guam,GUM,2021-04-08,21
Guam,GUM,2021-04-09,21.5
Guam,GUM,2021-04-10,21.59
Guam,GUM,2021-04-11,21.84
Guam,GUM,2021-04-12,21.85
Guam,GUM,2021-04-13,22.78
Guam,GUM,2021-04-14,23.56
Guam,GUM,2021-04-15,24.33
Guam,GUM,2021-04-16,24.79
Guam,GUM,2021-04-17,25.6
Guam,GUM,2021-04-18,25.6
Guam,GUM,2021-04-19,26.27
Guam,GUM,2021-04-20,26.94
Guam,GUM,2021-04-21,27.61
Guam,GUM,2021-04-22,28.47
Guam,GUM,2021-04-23,29.22
Guam,GUM,2021-04-24,29.83
Guam,GUM,2021-04-25,29.84
Guam,GUM,2021-04-26,30.32
Guam,GUM,2021-04-27,30.89
Guam,GUM,2021-04-28,31.37
Guam,GUM,2021-04-29,32.22
Guam,GUM,2021-04-30,32.89
Guam,GUM,2021-05-01,32.93
Guam,GUM,2021-05-02,33.51
Guam,GUM,2021-05-03,33.96
Guam,GUM,2021-05-04,34.3
Guam,GUM,2021-05-05,34.35
Guam,GUM,2021-05-06,34.38
Guam,GUM,2021-05-07,36.33
Guam,GUM,2021-05-08,36.71
Guam,GUM,2021-05-09,36.91
Guam,GUM,2021-05-10,36.97
Guam,GUM,2021-05-11,36.98
Guam,GUM,2021-05-12,37.01
Guam,GUM,2021-05-13,39.03
Guam,GUM,2021-05-14,39.09
Guam,GUM,2021-05-15,39.11
Guam,GUM,2021-05-16,39.11
Guam,GUM,2021-05-17,39.11
Guam,GUM,2021-05-18,39.12
Guam,GUM,2021-05-19,40.82
Guam,GUM,2021-05-20,40.85
Guam,GUM,2021-05-21,41.43
Guam,GUM,2021-05-22,42.04
Guam,GUM,2021-05-23,42.05
Guam,GUM,2021-05-24,42.05
Guam,GUM,2021-05-25,42.27
Guam,GUM,2021-05-26,42.31
Guam,GUM,2021-05-27,42.33
Guam,GUM,2021-05-28,43.55
Guam,GUM,2021-05-29,43.56
Guam,GUM,2021-05-30,43.56
Guam,GUM,2021-06-01,44.3
Guam,GUM,2021-06-02,44.34
Guam,GUM,2021-06-03,44.5
Guam,GUM,2021-06-04,45.2
Guam,GUM,2021-06-05,45.22
Guam,GUM,2021-06-06,45.93
Guam,GUM,2021-06-07,46.19
Guam,GUM,2021-06-08,46.2
Guam,GUM,2021-06-09,46.76
Guam,GUM,2021-06-10,46.78
Guam,GUM,2021-06-11,46.78
Guam,GUM,2021-06-12,46.81
Guam,GUM,2021-06-13,47.77
Guam,GUM,2021-06-14,48.68
Guam,GUM,2021-06-15,48.69
Guam,GUM,2021-06-16,48.69
Guam,GUM,2021-06-17,49.79
Guam,GUM,2021-06-18,49.82
Guam,GUM,2021-06-19,51.32
Guam,GUM,2021-06-20,51.32
Guam,GUM,2021-06-21,51.33
Guam,GUM,2021-06-22,51.34
Guam,GUM,2021-06-23,51.36
Guam,GUM,2021-06-24,51.39
Guam,GUM,2021-06-25,53.35
Guam,GUM,2021-06-26,53.38
Guam,GUM,2021-06-27,53.91
Guam,GUM,2021-06-28,53.92
Guam,GUM,2021-06-29,53.99
Guam,GUM,2021-06-30,54.04
Guam,GUM,2021-07-01,54.75
Guam,GUM,2021-07-02,54.77
Guam,GUM,2021-07-03,55.41
Guam,GUM,2021-07-04,55.41
Guam,GUM,2021-07-06,55.5
Guam,GUM,2021-07-07,55.53
Guam,GUM,2021-07-08,55.77
Guam,GUM,2021-07-09,56.46
Guam,GUM,2021-07-10,56.48
Guam,GUM,2021-07-11,56.48
Guam,GUM,2021-07-12,56.69
Guam,GUM,2021-07-13,56.71
Guam,GUM,2021-07-14,56.72
Guam,GUM,2021-07-15,57.1
Guam,GUM,2021-07-16,57.25
Guam,GUM,2021-07-17,57.55
Guam,GUM,2021-07-18,57.55
Guam,GUM,2021-07-19,57.55
Guam,GUM,2021-07-20,57.72
Guam,GUM,2021-07-21,58.08
Guam,GUM,2021-07-22,58.08
Guam,GUM,2021-07-23,58.41
Guam,GUM,2021-07-24,58.42
Guam,GUM,2021-07-25,58.56
Guam,GUM,2021-07-26,58.56
Guam,GUM,2021-07-27,58.56
Guam,GUM,2021-07-28,58.58
Hawaii,,2021-01-15,0.51
Hawaii,,2021-01-19,0.8
Hawaii,,2021-01-20,0.98
Hawaii,,2021-01-21,1.14
Hawaii,,2021-01-22,1.19
Hawaii,,2021-01-23,1.19
Hawaii,,2021-01-24,1.19
Hawaii,,2021-01-25,1.26
Hawaii,,2021-01-26,1.27
Hawaii,,2021-01-27,1.31
Hawaii,,2021-01-28,1.4
Hawaii,,2021-01-29,1.54
Hawaii,,2021-01-30,1.68
Hawaii,,2021-01-31,1.83
Hawaii,,2021-02-01,1.91
Hawaii,,2021-02-02,1.92
Hawaii,,2021-02-03,1.99
Hawaii,,2021-02-04,2.16
Hawaii,,2021-02-05,2.38
Hawaii,,2021-02-06,2.62
Hawaii,,2021-02-07,2.86
Hawaii,,2021-02-08,3
Hawaii,,2021-02-09,3
Hawaii,,2021-02-10,3
Hawaii,,2021-02-11,3.53
Hawaii,,2021-02-12,3.81
Hawaii,,2021-02-13,4.11
Hawaii,,2021-02-14,4.4
Hawaii,,2021-02-16,4.85
Hawaii,,2021-02-17,4.93
Hawaii,,2021-02-18,5.17
Hawaii,,2021-02-19,6.42
Hawaii,,2021-02-20,6.85
Hawaii,,2021-02-21,7.26
Hawaii,,2021-02-22,7.62
Hawaii,,2021-02-23,7.71
Hawaii,,2021-02-24,7.99
Hawaii,,2021-02-25,8.31
Hawaii,,2021-02-26,8.7
Hawaii,,2021-02-27,9.17
Hawaii,,2021-02-28,9.67
Hawaii,,2021-03-01,9.98
Hawaii,,2021-03-02,10.15
Hawaii,,2021-03-03,10.44
Hawaii,,2021-03-04,10.91
Hawaii,,2021-03-05,11.28
Hawaii,,2021-03-06,11.69
Hawaii,,2021-03-07,11.77
Hawaii,,2021-03-08,12.35
Hawaii,,2021-03-09,12.71
Hawaii,,2021-03-10,13.04
Hawaii,,2021-03-11,13.33
Hawaii,,2021-03-12,13.68
Hawaii,,2021-03-13,14.06
Hawaii,,2021-03-14,14.34
Hawaii,,2021-03-15,14.69
Hawaii,,2021-03-16,14.91
Hawaii,,2021-03-17,15.25
Hawaii,,2021-03-18,15.51
Hawaii,,2021-03-19,15.83
Hawaii,,2021-03-20,16.11
Hawaii,,2021-03-21,16.35
Hawaii,,2021-03-22,16.42
Hawaii,,2021-03-23,16.61
Hawaii,,2021-03-24,16.84
Hawaii,,2021-03-25,17.15
Hawaii,,2021-03-26,17.68
Hawaii,,2021-03-27,17.72
Hawaii,,2021-03-28,17.77
Hawaii,,2021-03-29,18.33
Hawaii,,2021-03-30,18.51
Hawaii,,2021-03-31,18.96
Hawaii,,2021-04-01,19.51
Hawaii,,2021-04-02,20.11
Hawaii,,2021-04-03,20.49
Hawaii,,2021-04-04,20.95
Hawaii,,2021-04-05,21.12
Hawaii,,2021-04-06,21.43
Hawaii,,2021-04-07,22
Hawaii,,2021-04-08,22.75
Hawaii,,2021-04-09,23.6
Hawaii,,2021-04-10,23.66
Hawaii,,2021-04-11,24.4
Hawaii,,2021-04-12,25.21
Hawaii,,2021-04-13,25.67
Hawaii,,2021-04-14,26.3
Hawaii,,2021-04-15,26.79
Hawaii,,2021-04-16,27.4
Hawaii,,2021-04-17,27.88
Hawaii,,2021-04-18,28.4
Hawaii,,2021-04-19,28.65
Hawaii,,2021-04-20,31.09
Hawaii,,2021-04-21,31.45
Hawaii,,2021-04-22,31.92
Hawaii,,2021-04-23,32.31
Hawaii,,2021-04-24,32.81
Hawaii,,2021-04-25,33.44
Hawaii,,2021-04-26,33.82
Hawaii,,2021-04-27,34.13
Hawaii,,2021-04-28,34.62
Hawaii,,2021-04-29,35.08
Hawaii,,2021-04-30,35.65
Hawaii,,2021-05-01,36.14
Hawaii,,2021-05-02,36.57
Hawaii,,2021-05-03,36.84
Hawaii,,2021-05-04,36.88
Hawaii,,2021-05-05,37.01
Hawaii,,2021-05-06,37.04
Hawaii,,2021-05-07,40.16
Hawaii,,2021-05-08,40.43
Hawaii,,2021-05-09,40.8
Hawaii,,2021-05-10,40.8
Hawaii,,2021-05-11,41.08
Hawaii,,2021-05-12,41.25
Hawaii,,2021-05-13,41.86
Hawaii,,2021-05-14,42.06
Hawaii,,2021-05-15,43.06
Hawaii,,2021-05-16,43.13
Hawaii,,2021-05-17,44
Hawaii,,2021-05-18,44.2
Hawaii,,2021-05-19,44.68
Hawaii,,2021-05-20,45.25
Hawaii,,2021-05-21,45.75
Hawaii,,2021-05-22,46.18
Hawaii,,2021-05-23,46.24
Hawaii,,2021-05-24,46.69
Hawaii,,2021-05-25,46.94
Hawaii,,2021-05-26,47.09
Hawaii,,2021-05-27,47.11
Hawaii,,2021-05-28,47.25
Hawaii,,2021-05-29,47.57
Hawaii,,2021-05-30,47.6
Hawaii,,2021-06-01,47.78
Hawaii,,2021-06-02,47.78
Hawaii,,2021-06-03,47.85
Hawaii,,2021-06-04,47.88
Hawaii,,2021-06-05,48.15
Hawaii,,2021-06-06,48.37
Hawaii,,2021-06-07,48.42
Hawaii,,2021-06-08,48.54
Hawaii,,2021-06-09,48.66
Hawaii,,2021-06-10,48.86
Hawaii,,2021-06-11,49.07
Hawaii,,2021-06-12,49.1
Hawaii,,2021-06-13,49.11
Hawaii,,2021-06-14,49.5
Hawaii,,2021-06-15,49.78
Hawaii,,2021-06-16,50.09
Hawaii,,2021-06-17,50.31
Hawaii,,2021-06-18,50.52
Hawaii,,2021-06-19,50.7
Hawaii,,2021-06-20,50.88
Hawaii,,2021-06-21,50.91
Hawaii,,2021-06-22,50.96
Hawaii,,2021-06-23,51.09
Hawaii,,2021-06-24,51.21
Hawaii,,2021-06-25,51.36
Hawaii,,2021-06-26,51.49
Hawaii,,2021-06-27,51.56
Hawaii,,2021-06-28,51.65
Hawaii,,2021-06-29,51.71
Hawaii,,2021-06-30,51.73
Hawaii,,2021-07-01,51.83
Hawaii,,2021-07-02,52.04
Hawaii,,2021-07-03,52.12
Hawaii,,2021-07-04,52.19
Hawaii,,2021-07-06,52.21
Hawaii,,2021-07-07,52.28
Hawaii,,2021-07-08,52.35
Hawaii,,2021-07-09,52.43
Hawaii,,2021-07-10,52.53
Hawaii,,2021-07-11,52.63
Hawaii,,2021-07-12,52.64
Hawaii,,2021-07-13,52.68
Hawaii,,2021-07-14,52.73
Hawaii,,2021-07-15,52.79
Hawaii,,2021-07-16,52.86
Hawaii,,2021-07-17,52.93
Hawaii,,2021-07-18,53
Hawaii,,2021-07-19,53.02
Hawaii,,2021-07-20,52.99
Hawaii,,2021-07-21,53.07
Hawaii,,2021-07-22,53.12
Hawaii,,2021-07-23,53.18
Hawaii,,2021-07-24,53.19
Hawaii,,2021-07-25,53.26
Hawaii,,2021-07-26,53.32
Hawaii,,2021-07-27,53.32
Hawaii,,2021-07-28,53.39
Idaho,,2021-01-12,0.24
Idaho,,2021-01-13,0.32
Idaho,,2021-01-15,0.49
Idaho,,2021-01-19,0.57
Idaho,,2021-01-20,0.6
Idaho,,2021-01-21,0.66
Idaho,,2021-01-22,0.73
Idaho,,2021-01-23,0.77
Idaho,,2021-01-24,0.79
Idaho,,2021-01-25,0.81
Idaho,,2021-01-26,0.82
Idaho,,2021-01-27,0.86
Idaho,,2021-01-28,0.94
Idaho,,2021-01-29,1.06
Idaho,,2021-01-30,1.13
Idaho,,2021-01-31,1.21
Idaho,,2021-02-01,1.26
Idaho,,2021-02-02,1.27
Idaho,,2021-02-03,1.35
Idaho,,2021-02-04,1.47
Idaho,,2021-02-05,1.62
Idaho,,2021-02-06,1.79
Idaho,,2021-02-07,1.92
Idaho,,2021-02-08,2.01
Idaho,,2021-02-09,2.07
Idaho,,2021-02-10,2.22
Idaho,,2021-02-11,2.42
Idaho,,2021-02-12,2.42
Idaho,,2021-02-13,2.6
Idaho,,2021-02-14,3.17
Idaho,,2021-02-16,3.62
Idaho,,2021-02-17,3.79
Idaho,,2021-02-18,4
Idaho,,2021-02-19,4.56
Idaho,,2021-02-20,4.79
Idaho,,2021-02-21,5.16
Idaho,,2021-02-22,5.53
Idaho,,2021-02-23,5.65
Idaho,,2021-02-24,5.86
Idaho,,2021-02-25,6.21
Idaho,,2021-02-26,6.51
Idaho,,2021-02-27,6.8
Idaho,,2021-02-28,7.17
Idaho,,2021-03-01,7.46
Idaho,,2021-03-02,7.61
Idaho,,2021-03-03,7.87
Idaho,,2021-03-04,8.14
Idaho,,2021-03-05,8.52
Idaho,,2021-03-06,8.93
Idaho,,2021-03-07,9.33
Idaho,,2021-03-08,9.76
Idaho,,2021-03-09,9.98
Idaho,,2021-03-10,10.2
Idaho,,2021-03-11,10.48
Idaho,,2021-03-12,10.83
Idaho,,2021-03-13,11.19
Idaho,,2021-03-14,11.56
Idaho,,2021-03-15,11.87
Idaho,,2021-03-16,12.04
Idaho,,2021-03-17,12.07
Idaho,,2021-03-18,12.57
Idaho,,2021-03-19,12.94
Idaho,,2021-03-20,13.38
Idaho,,2021-03-21,13.71
Idaho,,2021-03-22,14
Idaho,,2021-03-23,14.21
Idaho,,2021-03-24,14.42
Idaho,,2021-03-25,14.66
Idaho,,2021-03-26,14.99
Idaho,,2021-03-27,15.34
Idaho,,2021-03-28,15.79
Idaho,,2021-03-29,16.05
Idaho,,2021-03-30,16.19
Idaho,,2021-03-31,16.46
Idaho,,2021-04-01,16.8
Idaho,,2021-04-02,17.21
Idaho,,2021-04-03,17.63
Idaho,,2021-04-04,18.02
Idaho,,2021-04-05,18.29
Idaho,,2021-04-06,18.37
Idaho,,2021-04-07,18.79
Idaho,,2021-04-08,19.21
Idaho,,2021-04-09,19.71
Idaho,,2021-04-10,20.26
Idaho,,2021-04-11,20.88
Idaho,,2021-04-12,21.25
Idaho,,2021-04-13,21.4
Idaho,,2021-04-14,21.15
Idaho,,2021-04-15,21.57
Idaho,,2021-04-16,22.08
Idaho,,2021-04-17,22.64
Idaho,,2021-04-18,23.19
Idaho,,2021-04-19,23.42
Idaho,,2021-04-20,23.54
Idaho,,2021-04-21,23.85
Idaho,,2021-04-22,24.23
Idaho,,2021-04-23,24.7
Idaho,,2021-04-24,25.18
Idaho,,2021-04-25,25.73
Idaho,,2021-04-26,25.96
Idaho,,2021-04-27,26.03
Idaho,,2021-04-28,26.32
Idaho,,2021-04-29,26.62
Idaho,,2021-04-30,26.99
Idaho,,2021-05-01,27.35
Idaho,,2021-05-02,27.86
Idaho,,2021-05-03,27.96
Idaho,,2021-05-04,28.03
Idaho,,2021-05-05,28.17
Idaho,,2021-05-06,28.46
Idaho,,2021-05-07,28.79
Idaho,,2021-05-08,29.04
Idaho,,2021-05-09,29.05
Idaho,,2021-05-10,29.06
Idaho,,2021-05-11,29.77
Idaho,,2021-05-12,29.94
Idaho,,2021-05-13,30.12
Idaho,,2021-05-14,30.39
Idaho,,2021-05-15,30.61
Idaho,,2021-05-16,30.87
Idaho,,2021-05-17,30.95
Idaho,,2021-05-18,30.99
Idaho,,2021-05-19,31.16
Idaho,,2021-05-20,31.34
Idaho,,2021-05-21,31.5
Idaho,,2021-05-22,31.75
Idaho,,2021-05-23,31.94
Idaho,,2021-05-24,32.03
Idaho,,2021-05-25,32.07
Idaho,,2021-05-26,32.19
Idaho,,2021-05-27,32.32
Idaho,,2021-05-28,32.45
Idaho,,2021-05-29,32.61
Idaho,,2021-05-30,32.74
Idaho,,2021-06-01,32.83
Idaho,,2021-06-02,32.86
Idaho,,2021-06-03,32.96
Idaho,,2021-06-04,33.09
Idaho,,2021-06-05,33.22
Idaho,,2021-06-06,33.23
Idaho,,2021-06-07,33.41
Idaho,,2021-06-08,33.46
Idaho,,2021-06-09,33.58
Idaho,,2021-06-10,33.73
Idaho,,2021-06-11,33.74
Idaho,,2021-06-12,33.88
Idaho,,2021-06-13,33.99
Idaho,,2021-06-14,34.53
Idaho,,2021-06-15,34.61
Idaho,,2021-06-16,34.61
Idaho,,2021-06-17,34.91
Idaho,,2021-06-18,35
Idaho,,2021-06-19,35.13
Idaho,,2021-06-20,35.21
Idaho,,2021-06-21,35.28
Idaho,,2021-06-22,35.31
Idaho,,2021-06-23,35.39
Idaho,,2021-06-24,35.39
Idaho,,2021-06-25,35.48
Idaho,,2021-06-26,35.61
Idaho,,2021-06-27,35.81
Idaho,,2021-06-28,35.95
Idaho,,2021-06-29,35.97
Idaho,,2021-06-30,36.04
Idaho,,2021-07-01,36.11
Idaho,,2021-07-02,36.17
Idaho,,2021-07-03,36.23
Idaho,,2021-07-04,36.31
Idaho,,2021-07-06,36.37
Idaho,,2021-07-07,36.39
Idaho,,2021-07-08,36.45
Idaho,,2021-07-09,36.52
Idaho,,2021-07-10,36.58
Idaho,,2021-07-11,36.64
Idaho,,2021-07-12,36.67
Idaho,,2021-07-13,36.69
Idaho,,2021-07-14,36.75
Idaho,,2021-07-15,36.78
Idaho,,2021-07-16,36.83
Idaho,,2021-07-17,36.87
Idaho,,2021-07-18,36.92
Idaho,,2021-07-19,36.94
Idaho,,2021-07-20,36.95
Idaho,,2021-07-21,36.98
Idaho,,2021-07-22,37.03
Idaho,,2021-07-23,37.07
Idaho,,2021-07-24,37.11
Idaho,,2021-07-25,37.16
Idaho,,2021-07-26,37.19
Idaho,,2021-07-27,37.21
Idaho,,2021-07-28,37.25
Illinois,,2021-01-12,0.5
Illinois,,2021-01-13,0.59
Illinois,,2021-01-15,0.72
Illinois,,2021-01-19,0.82
Illinois,,2021-01-20,0.85
Illinois,,2021-01-21,0.88
Illinois,,2021-01-22,0.95
Illinois,,2021-01-23,1.02
Illinois,,2021-01-24,1.07
Illinois,,2021-01-25,1.08
Illinois,,2021-01-26,1.11
Illinois,,2021-01-27,1.17
Illinois,,2021-01-28,1.28
Illinois,,2021-01-29,1.43
Illinois,,2021-01-30,1.56
Illinois,,2021-01-31,1.67
Illinois,,2021-02-01,1.73
Illinois,,2021-02-02,1.76
Illinois,,2021-02-03,1.82
Illinois,,2021-02-04,1.96
Illinois,,2021-02-05,2.05
Illinois,,2021-02-06,2.17
Illinois,,2021-02-07,2.28
Illinois,,2021-02-08,2.36
Illinois,,2021-02-09,2.39
Illinois,,2021-02-10,2.48
Illinois,,2021-02-11,2.61
Illinois,,2021-02-12,2.75
Illinois,,2021-02-13,2.97
Illinois,,2021-02-14,3.16
Illinois,,2021-02-16,3.34
Illinois,,2021-02-17,3.4
Illinois,,2021-02-18,3.52
Illinois,,2021-02-19,3.89
Illinois,,2021-02-20,4.16
Illinois,,2021-02-21,4.42
Illinois,,2021-02-22,4.56
Illinois,,2021-02-23,4.76
Illinois,,2021-02-24,4.92
Illinois,,2021-02-25,5.15
Illinois,,2021-02-26,5.55
Illinois,,2021-02-27,5.98
Illinois,,2021-02-28,6.36
Illinois,,2021-03-01,6.69
Illinois,,2021-03-02,6.85
Illinois,,2021-03-03,7.09
Illinois,,2021-03-04,7.41
Illinois,,2021-03-05,7.77
Illinois,,2021-03-06,8.29
Illinois,,2021-03-07,8.75
Illinois,,2021-03-08,9.11
Illinois,,2021-03-09,9.21
Illinois,,2021-03-10,9.48
Illinois,,2021-03-11,9.83
Illinois,,2021-03-12,10.5
Illinois,,2021-03-13,11.54
Illinois,,2021-03-14,11.54
Illinois,,2021-03-15,11.9
Illinois,,2021-03-16,12.24
Illinois,,2021-03-17,12.57
Illinois,,2021-03-18,12.92
Illinois,,2021-03-19,13.24
Illinois,,2021-03-20,13.6
Illinois,,2021-03-21,13.95
Illinois,,2021-03-22,14.19
Illinois,,2021-03-23,14.32
Illinois,,2021-03-24,14.52
Illinois,,2021-03-25,14.77
Illinois,,2021-03-26,15.04
Illinois,,2021-03-27,15.35
